year,state,cause name,death
2003,Maryland,Unintentional injuries,1432
2002,Maryland,Unintentional injuries,1332
2001,Maryland,Unintentional injuries,1339
2000,Maryland,Unintentional injuries,1182
1999,Maryland,Unintentional injuries,1296
2015,Massachusetts,Unintentional injuries,3229
2014,Massachusetts,Unintentional injuries,2668
2013,Massachusetts,Unintentional injuries,2393
2012,Massachusetts,Unintentional injuries,2195
2011,Massachusetts,Unintentional injuries,2224
2010,Massachusetts,Unintentional injuries,2060
2009,Massachusetts,Unintentional injuries,2076
2008,Massachusetts,Unintentional injuries,2040
2007,Massachusetts,Unintentional injuries,2139
2006,Massachusetts,Unintentional injuries,2214
2005,Massachusetts,Unintentional injuries,1907
2004,Massachusetts,Unintentional injuries,1366
2003,Massachusetts,Unintentional injuries,1421
2002,Massachusetts,Unintentional injuries,1413
2001,Massachusetts,Unintentional injuries,1506
2000,Massachusetts,Unintentional injuries,1357
1999,Massachusetts,Unintentional injuries,1303
2015,Michigan,Unintentional injuries,4647
2014,Michigan,Unintentional injuries,4422
2013,Michigan,Unintentional injuries,4225
2012,Michigan,Unintentional injuries,3805
2011,Michigan,Unintentional injuries,3951
2010,Michigan,Unintentional injuries,3770
2009,Michigan,Unintentional injuries,3682
2008,Michigan,Unintentional injuries,3685
2007,Michigan,Unintentional injuries,3764
2006,Michigan,Unintentional injuries,3590
2005,Michigan,Unintentional injuries,3451
2004,Michigan,Unintentional injuries,3312
2003,Michigan,Unintentional injuries,3324
2002,Michigan,Unintentional injuries,3285
2001,Michigan,Unintentional injuries,3291
2000,Michigan,Unintentional injuries,3220
1999,Michigan,Unintentional injuries,3188
2015,Minnesota,Unintentional injuries,2574
2014,Minnesota,Unintentional injuries,2385
2013,Minnesota,Unintentional injuries,2405
2012,Minnesota,Unintentional injuries,2301
2011,Minnesota,Unintentional injuries,2319
2010,Minnesota,Unintentional injuries,2103
2009,Minnesota,Unintentional injuries,2037
2008,Minnesota,Unintentional injuries,2010
2007,Minnesota,Unintentional injuries,2066
2006,Minnesota,Unintentional injuries,1919
2005,Minnesota,Unintentional injuries,1922
2004,Minnesota,Unintentional injuries,1867
2003,Minnesota,Unintentional injuries,1912
2002,Minnesota,Unintentional injuries,1928
2001,Minnesota,Unintentional injuries,1797
2000,Minnesota,Unintentional injuries,1711
1999,Minnesota,Unintentional injuries,1772
2015,Mississippi,Unintentional injuries,1814
2014,Mississippi,Unintentional injuries,1712
2013,Mississippi,Unintentional injuries,1692
2012,Mississippi,Unintentional injuries,1627
2011,Mississippi,Unintentional injuries,1724
2010,Mississippi,Unintentional injuries,1685
2009,Mississippi,Unintentional injuries,1658
2008,Mississippi,Unintentional injuries,1693
2007,Mississippi,Unintentional injuries,1808
2006,Mississippi,Unintentional injuries,1856
2005,Mississippi,Unintentional injuries,1936
2004,Mississippi,Unintentional injuries,1703
2003,Mississippi,Unintentional injuries,1656
2002,Mississippi,Unintentional injuries,1642
2001,Mississippi,Unintentional injuries,1571
2000,Mississippi,Unintentional injuries,1653
1999,Mississippi,Unintentional injuries,1642
2015,Missouri,Unintentional injuries,3309
2014,Missouri,Unintentional injuries,3110
2013,Missouri,Unintentional injuries,2981
2012,Missouri,Unintentional injuries,3002
2011,Missouri,Unintentional injuries,3169
2010,Missouri,Unintentional injuries,2975
2009,Missouri,Unintentional injuries,2939
2008,Missouri,Unintentional injuries,2997
2007,Missouri,Unintentional injuries,2975
2006,Missouri,Unintentional injuries,3009
2005,Missouri,Unintentional injuries,2848
2004,Missouri,Unintentional injuries,2728
2003,Missouri,Unintentional injuries,2786
2002,Missouri,Unintentional injuries,2641
2001,Missouri,Unintentional injuries,2455
2000,Missouri,Unintentional injuries,2398
1999,Missouri,Unintentional injuries,2465
2015,Montana,Unintentional injuries,637
2014,Montana,Unintentional injuries,581
2013,Montana,Unintentional injuries,623
2012,Montana,Unintentional injuries,572
2011,Montana,Unintentional injuries,609
2010,Montana,Unintentional injuries,548
2009,Montana,Unintentional injuries,619
2008,Montana,Unintentional injuries,592
2007,Montana,Unintentional injuries,614
2006,Montana,Unintentional injuries,558
2005,Montana,Unintentional injuries,524
2004,Montana,Unintentional injuries,535
2003,Montana,Unintentional injuries,518
2002,Montana,Unintentional injuries,524
2001,Montana,Unintentional injuries,468
2000,Montana,Unintentional injuries,495
1999,Montana,Unintentional injuries,461
2015,Nebraska,Unintentional injuries,799
2014,Nebraska,Unintentional injuries,781
2013,Nebraska,Unintentional injuries,703
2012,Nebraska,Unintentional injuries,792
2011,Nebraska,Unintentional injuries,678
2010,Nebraska,Unintentional injuries,700
2009,Nebraska,Unintentional injuries,683
2008,Nebraska,Unintentional injuries,714
2007,Nebraska,Unintentional injuries,674
2006,Nebraska,Unintentional injuries,683
2005,Nebraska,Unintentional injuries,704
2004,Nebraska,Unintentional injuries,743
2003,Nebraska,Unintentional injuries,696
2002,Nebraska,Unintentional injuries,762
2001,Nebraska,Unintentional injuries,633
2000,Nebraska,Unintentional injuries,640
1999,Nebraska,Unintentional injuries,668
2015,Nevada,Unintentional injuries,1340
2014,Nevada,Unintentional injuries,1166
2013,Nevada,Unintentional injuries,1184
2012,Nevada,Unintentional injuries,1177
2011,Nevada,Unintentional injuries,1155
2010,Nevada,Unintentional injuries,1088
2009,Nevada,Unintentional injuries,1025
2008,Nevada,Unintentional injuries,1134
2007,Nevada,Unintentional injuries,1212
2006,Nevada,Unintentional injuries,1091
2005,Nevada,Unintentional injuries,1104
2004,Nevada,Unintentional injuries,1021
2003,Nevada,Unintentional injuries,911
2002,Nevada,Unintentional injuries,860
2001,Nevada,Unintentional injuries,739
2000,Nevada,Unintentional injuries,730
1999,Nevada,Unintentional injuries,710
2015,New Hampshire,Unintentional injuries,815
2014,New Hampshire,Unintentional injuries,716
2013,New Hampshire,Unintentional injuries,619
2012,New Hampshire,Unintentional injuries,573
2011,New Hampshire,Unintentional injuries,553
2010,New Hampshire,Unintentional injuries,517
2009,New Hampshire,Unintentional injuries,482
2008,New Hampshire,Unintentional injuries,488
2007,New Hampshire,Unintentional injuries,527
2006,New Hampshire,Unintentional injuries,460
2005,New Hampshire,Unintentional injuries,477
2004,New Hampshire,Unintentional injuries,445
2003,New Hampshire,Unintentional injuries,405
2002,New Hampshire,Unintentional injuries,357
2001,New Hampshire,Unintentional injuries,374
2000,New Hampshire,Unintentional injuries,321
1999,New Hampshire,Unintentional injuries,329
2015,New Jersey,Unintentional injuries,3218
2014,New Jersey,Unintentional injuries,2970
2013,New Jersey,Unintentional injuries,3028
2012,New Jersey,Unintentional injuries,2990
2011,New Jersey,Unintentional injuries,2685
2010,New Jersey,Unintentional injuries,2486
2009,New Jersey,Unintentional injuries,1875
2008,New Jersey,Unintentional injuries,2436
2007,New Jersey,Unintentional injuries,2425
2006,New Jersey,Unintentional injuries,2590
2005,New Jersey,Unintentional injuries,2561
2004,New Jersey,Unintentional injuries,2324
2003,New Jersey,Unintentional injuries,2371
2002,New Jersey,Unintentional injuries,2599
2001,New Jersey,Unintentional injuries,2405
2000,New Jersey,Unintentional injuries,2284
1999,New Jersey,Unintentional injuries,2227
2015,New Mexico,Unintentional injuries,1430
2014,New Mexico,Unintentional injuries,1534
2013,New Mexico,Unintentional injuries,1245
2012,New Mexico,Unintentional injuries,1351
2011,New Mexico,Unintentional injuries,1336
2010,New Mexico,Unintentional injuries,1233
2009,New Mexico,Unintentional injuries,1281
2008,New Mexico,Unintentional injuries,1366
2007,New Mexico,Unintentional injuries,1329
2006,New Mexico,Unintentional injuries,1297
2005,New Mexico,Unintentional injuries,1267
2004,New Mexico,Unintentional injuries,1223
2003,New Mexico,Unintentional injuries,1227
2002,New Mexico,Unintentional injuries,1105
2001,New Mexico,Unintentional injuries,1020
2000,New Mexico,Unintentional injuries,995
1999,New Mexico,Unintentional injuries,969
2015,New York,Unintentional injuries,6515
2014,New York,Unintentional injuries,5945
2013,New York,Unintentional injuries,5927
2012,New York,Unintentional injuries,5786
2011,New York,Unintentional injuries,5537
2010,New York,Unintentional injuries,5004
2009,New York,Unintentional injuries,4891
2008,New York,Unintentional injuries,5042
2007,New York,Unintentional injuries,5160
2006,New York,Unintentional injuries,5235
2005,New York,Unintentional injuries,4645
2004,New York,Unintentional injuries,4530
2003,New York,Unintentional injuries,4708
2002,New York,Unintentional injuries,4663
2001,New York,Unintentional injuries,4982
2000,New York,Unintentional injuries,4244
1999,New York,Unintentional injuries,4797
2015,North Carolina,Unintentional injuries,4991
2014,North Carolina,Unintentional injuries,4557
2013,North Carolina,Unintentional injuries,4324
2012,North Carolina,Unintentional injuries,4281
2011,North Carolina,Unintentional injuries,4297
2010,North Carolina,Unintentional injuries,4144
2009,North Carolina,Unintentional injuries,4136
2008,North Carolina,Unintentional injuries,4313
2007,North Carolina,Unintentional injuries,4389
2006,North Carolina,Unintentional injuries,4156
2005,North Carolina,Unintentional injuries,4123
2004,North Carolina,Unintentional injuries,4019
2003,North Carolina,Unintentional injuries,3835
2002,North Carolina,Unintentional injuries,3700
2001,North Carolina,Unintentional injuries,3438
2000,North Carolina,Unintentional injuries,3525
1999,North Carolina,Unintentional injuries,3290
2015,North Dakota,Unintentional injuries,368
2014,North Dakota,Unintentional injuries,349
2013,North Dakota,Unintentional injuries,326
2012,North Dakota,Unintentional injuries,318
2011,North Dakota,Unintentional injuries,298
2010,North Dakota,Unintentional injuries,285
2009,North Dakota,Unintentional injuries,324
2008,North Dakota,Unintentional injuries,342
2007,North Dakota,Unintentional injuries,279
2006,North Dakota,Unintentional injuries,275
2005,North Dakota,Unintentional injuries,287
2004,North Dakota,Unintentional injuries,274
2003,North Dakota,Unintentional injuries,282
2002,North Dakota,Unintentional injuries,246
2001,North Dakota,Unintentional injuries,238
2000,North Dakota,Unintentional injuries,248
1999,North Dakota,Unintentional injuries,267
2015,Ohio,Unintentional injuries,6756
2014,Ohio,Unintentional injuries,6178
2013,Ohio,Unintentional injuries,5497
2012,Ohio,Unintentional injuries,5420
2011,Ohio,Unintentional injuries,5275
2010,Ohio,Unintentional injuries,5124
2009,Ohio,Unintentional injuries,4012
2008,Ohio,Unintentional injuries,5093
2007,Ohio,Unintentional injuries,4922
2006,Ohio,Unintentional injuries,4821
2005,Ohio,Unintentional injuries,4438
2004,Ohio,Unintentional injuries,4234
2003,Ohio,Unintentional injuries,3757
2002,Ohio,Unintentional injuries,4146
2001,Ohio,Unintentional injuries,3857
2000,Ohio,Unintentional injuries,3492
1999,Ohio,Unintentional injuries,3630
2015,Oklahoma,Unintentional injuries,2422
2014,Oklahoma,Unintentional injuries,2421
2013,Oklahoma,Unintentional injuries,2474
2012,Oklahoma,Unintentional injuries,2388
2011,Oklahoma,Unintentional injuries,2261
2010,Oklahoma,Unintentional injuries,2288
2009,Oklahoma,Unintentional injuries,2284
2008,Oklahoma,Unintentional injuries,2119
2007,Oklahoma,Unintentional injuries,2149
2006,Oklahoma,Unintentional injuries,2039
2005,Oklahoma,Unintentional injuries,2005
2004,Oklahoma,Unintentional injuries,1947
2003,Oklahoma,Unintentional injuries,1748
2002,Oklahoma,Unintentional injuries,1580
2001,Oklahoma,Unintentional injuries,1700
2000,Oklahoma,Unintentional injuries,1566
1999,Oklahoma,Unintentional injuries,1609
2015,Oregon,Unintentional injuries,1999
2014,Oregon,Unintentional injuries,1803
2013,Oregon,Unintentional injuries,1755
2012,Oregon,Unintentional injuries,1709
2011,Oregon,Unintentional injuries,1722
2010,Oregon,Unintentional injuries,1566
2009,Oregon,Unintentional injuries,1598
2008,Oregon,Unintentional injuries,1674
2007,Oregon,Unintentional injuries,1646
2006,Oregon,Unintentional injuries,1586
2005,Oregon,Unintentional injuries,1469
2004,Oregon,Unintentional injuries,1444
2003,Oregon,Unintentional injuries,1401
2002,Oregon,Unintentional injuries,1397
2001,Oregon,Unintentional injuries,1313
2000,Oregon,Unintentional injuries,1248
1999,Oregon,Unintentional injuries,1199
2015,Pennsylvania,Unintentional injuries,7324
2014,Pennsylvania,Unintentional injuries,6640
2013,Pennsylvania,Unintentional injuries,6359
2012,Pennsylvania,Unintentional injuries,6334
2011,Pennsylvania,Unintentional injuries,6216
2010,Pennsylvania,Unintentional injuries,5751
2009,Pennsylvania,Unintentional injuries,5477
2008,Pennsylvania,Unintentional injuries,5787
2007,Pennsylvania,Unintentional injuries,5568
2006,Pennsylvania,Unintentional injuries,5299
2005,Pennsylvania,Unintentional injuries,5446
2004,Pennsylvania,Unintentional injuries,5200
2003,Pennsylvania,Unintentional injuries,5014
2002,Pennsylvania,Unintentional injuries,4728
2001,Pennsylvania,Unintentional injuries,4552
2000,Pennsylvania,Unintentional injuries,4583
1999,Pennsylvania,Unintentional injuries,4614
2015,Rhode Island,Unintentional injuries,649
2014,Rhode Island,Unintentional injuries,592
2013,Rhode Island,Unintentional injuries,537
2012,Rhode Island,Unintentional injuries,525
2011,Rhode Island,Unintentional injuries,541
2010,Rhode Island,Unintentional injuries,475
2009,Rhode Island,Unintentional injuries,428
2008,Rhode Island,Unintentional injuries,480
2007,Rhode Island,Unintentional injuries,416
2006,Rhode Island,Unintentional injuries,434
2005,Rhode Island,Unintentional injuries,334
2004,Rhode Island,Unintentional injuries,298
2003,Rhode Island,Unintentional injuries,393
2002,Rhode Island,Unintentional injuries,277
2001,Rhode Island,Unintentional injuries,293
2000,Rhode Island,Unintentional injuries,235
1999,Rhode Island,Unintentional injuries,243
2015,South Carolina,Unintentional injuries,2737
2014,South Carolina,Unintentional injuries,2436
2013,South Carolina,Unintentional injuries,2287
2012,South Carolina,Unintentional injuries,2336
2011,South Carolina,Unintentional injuries,2285
2010,South Carolina,Unintentional injuries,2274
2009,South Carolina,Unintentional injuries,2229
2008,South Carolina,Unintentional injuries,2285
2007,South Carolina,Unintentional injuries,2364
2006,South Carolina,Unintentional injuries,2315
2005,South Carolina,Unintentional injuries,2272
2004,South Carolina,Unintentional injuries,2094
2003,South Carolina,Unintentional injuries,1941
2002,South Carolina,Unintentional injuries,1972
2001,South Carolina,Unintentional injuries,1960
2000,South Carolina,Unintentional injuries,1974
1999,South Carolina,Unintentional injuries,1901
2015,South Dakota,Unintentional injuries,469
2014,South Dakota,Unintentional injuries,462
2013,South Dakota,Unintentional injuries,425
2012,South Dakota,Unintentional injuries,426
2011,South Dakota,Unintentional injuries,411
2010,South Dakota,Unintentional injuries,393
2009,South Dakota,Unintentional injuries,349
2008,South Dakota,Unintentional injuries,381
2007,South Dakota,Unintentional injuries,366
2006,South Dakota,Unintentional injuries,452
2005,South Dakota,Unintentional injuries,402
2004,South Dakota,Unintentional injuries,416
2003,South Dakota,Unintentional injuries,406
2002,South Dakota,Unintentional injuries,348
2001,South Dakota,Unintentional injuries,382
2000,South Dakota,Unintentional injuries,321
1999,South Dakota,Unintentional injuries,351
2015,Tennessee,Unintentional injuries,3873
2014,Tennessee,Unintentional injuries,3686
2013,Tennessee,Unintentional injuries,3540
2012,Tennessee,Unintentional injuries,3513
2011,Tennessee,Unintentional injuries,3485
2010,Tennessee,Unintentional injuries,3539
2009,Tennessee,Unintentional injuries,3231
2008,Tennessee,Unintentional injuries,3250
2007,Tennessee,Unintentional injuries,3257
2006,Tennessee,Unintentional injuries,3307
2005,Tennessee,Unintentional injuries,3147
2004,Tennessee,Unintentional injuries,3156
2003,Tennessee,Unintentional injuries,3004
2002,Tennessee,Unintentional injuries,2744
2001,Tennessee,Unintentional injuries,2709
2000,Tennessee,Unintentional injuries,2743
1999,Tennessee,Unintentional injuries,2677
2015,Texas,Unintentional injuries,9976
2014,Texas,Unintentional injuries,9723
2013,Texas,Unintentional injuries,9395
2012,Texas,Unintentional injuries,9313
2011,Texas,Unintentional injuries,9410
2010,Texas,Unintentional injuries,9212
2009,Texas,Unintentional injuries,9349
2008,Texas,Unintentional injuries,9189
2007,Texas,Unintentional injuries,9392
2006,Texas,Unintentional injuries,9140
2005,Texas,Unintentional injuries,8598
2004,Texas,Unintentional injuries,8323
2003,Texas,Unintentional injuries,8425
2002,Texas,Unintentional injuries,8232
2001,Texas,Unintentional injuries,7920
2000,Texas,Unintentional injuries,7407
1999,Texas,Unintentional injuries,7227
2016,United States,Unintentional injuries,161374
2015,United States,Unintentional injuries,146571
2014,United States,Unintentional injuries,135928
2013,United States,Unintentional injuries,130557
2012,United States,Unintentional injuries,127792
2011,United States,Unintentional injuries,126438
2010,United States,Unintentional injuries,120859
2009,United States,Unintentional injuries,118021
2008,United States,Unintentional injuries,121902
2007,United States,Unintentional injuries,123706
2006,United States,Unintentional injuries,121599
2005,United States,Unintentional injuries,117809
2004,United States,Unintentional injuries,112012
2003,United States,Unintentional injuries,109277
2002,United States,Unintentional injuries,106742
2001,United States,Unintentional injuries,101537
2000,United States,Unintentional injuries,97900
1999,United States,Unintentional injuries,97860
2015,Utah,Unintentional injuries,1223
2014,Utah,Unintentional injuries,1167
2013,Utah,Unintentional injuries,1103
2012,Utah,Unintentional injuries,1097
